https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1.png,bulbasaur,"poison, grass",45,49,49,65,65,45,"chlorophyll, overgrow",70,6.9
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/2.png,ivysaur,"poison, grass",60,62,63,80,80,60,"chlorophyll, overgrow",100,13.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/3.png,venusaur,"poison, grass",80,82,83,100,100,80,"chlorophyll, overgrow",200,100.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/4.png,charmander,fire,39,52,43,60,50,65,"solar-power, blaze",60,8.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/5.png,charmeleon,fire,58,64,58,80,65,80,"solar-power, blaze",110,19.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/6.png,charizard,"flying, fire",78,84,78,109,85,100,"solar-power, blaze",170,90.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/7.png,squirtle,water,44,48,65,50,64,43,"rain-dish, torrent",50,9.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/8.png,wartortle,water,59,63,80,65,80,58,"rain-dish, torrent",100,22.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/9.png,blastoise,water,79,83,100,85,105,78,"rain-dish, torrent",160,85.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10.png,caterpie,bug,45,30,35,20,20,45,"run-away, shield-dust",30,2.9
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/11.png,metapod,bug,50,20,55,25,25,30,shed-skin,70,9.9
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/12.png,butterfree,"flying, bug",60,45,50,90,80,70,"tinted-lens, compound-eyes",110,32.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/13.png,weedle,"poison, bug",40,35,30,20,20,50,"run-away, shield-dust",30,3.2
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/14.png,kakuna,"poison, bug",45,25,50,25,25,35,shed-skin,60,10.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/15.png,beedrill,"poison, bug",65,90,40,45,80,75,"sniper, swarm",100,29.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/16.png,pidgey,"flying, normal",40,45,40,35,35,56,"big-pecks, tangled-feet, keen-eye",30,1.8
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/17.png,pidgeotto,"flying, normal",63,60,55,50,50,71,"big-pecks, tangled-feet, keen-eye",110,30.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/18.png,pidgeot,"flying, normal",83,80,75,70,70,101,"big-pecks, tangled-feet, keen-eye",150,39.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/19.png,rattata,normal,30,56,35,25,35,72,"hustle, guts, run-away",30,3.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/20.png,raticate,normal,55,81,60,50,70,97,"hustle, guts, run-away",70,18.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/21.png,spearow,"flying, normal",40,60,30,31,31,70,"sniper, keen-eye",30,2.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/22.png,fearow,"flying, normal",65,90,65,61,61,100,"sniper, keen-eye",120,38.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png,ekans,poison,35,60,44,40,54,55,"unnerve, shed-skin, intimidate",200,6.9
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/24.png,arbok,poison,60,95,69,65,79,80,"unnerve, shed-skin, intimidate",350,65.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/25.png,pikachu,electric,35,55,40,50,50,90,"lightning-rod, static",40,6.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/26.png,raichu,electric,60,90,55,90,80,110,"lightning-rod, static",80,30.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/27.png,sandshrew,ground,50,75,85,20,30,40,"sand-rush, sand-veil",60,12.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/28.png,sandslash,ground,75,100,110,45,55,65,"sand-rush, sand-veil",100,29.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/29.png,nidoran-f,poison,55,47,52,40,40,41,"hustle, rivalry, poison-point",40,7.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/30.png,nidorina,poison,70,62,67,55,55,56,"hustle, rivalry, poison-point",80,20.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/31.png,nidoqueen,"ground, poison",90,92,87,75,85,76,"sheer-force, rivalry, poison-point",130,60.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/32.png,nidoran-m,poison,46,57,40,40,40,50,"hustle, rivalry, poison-point",50,9.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/33.png,nidorino,poison,61,72,57,55,55,65,"hustle, rivalry, poison-point",90,19.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/34.png,nidoking,"ground, poison",81,102,77,85,75,85,"sheer-force, rivalry, poison-point",140,62.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/35.png,clefairy,fairy,70,45,48,60,65,35,"friend-guard, magic-guard, cute-charm",60,7.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/36.png,clefable,fairy,95,70,73,95,90,60,"unaware, magic-guard, cute-charm",130,40.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/37.png,vulpix,fire,38,41,40,50,65,65,"drought, flash-fire",60,9.9
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/38.png,ninetales,fire,73,76,75,81,100,100,"drought, flash-fire",110,19.9
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/39.png,jigglypuff,"fairy, normal",115,45,20,45,25,20,"friend-guard, competitive, cute-charm",50,5.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/40.png,wigglytuff,"fairy, normal",140,70,45,85,50,45,"frisk, competitive, cute-charm",100,12.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/41.png,zubat,"flying, poison",40,45,35,30,40,55,"infiltrator, inner-focus",80,7.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/42.png,golbat,"flying, poison",75,80,70,65,75,90,"infiltrator, inner-focus",160,55.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/43.png,oddish,"poison, grass",45,50,55,75,65,30,"run-away, chlorophyll",50,5.4
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/44.png,gloom,"poison, grass",60,65,70,85,75,40,"stench, chlorophyll",80,8.6
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/45.png,vileplume,"poison, grass",75,80,85,110,90,50,"effect-spore, chlorophyll",120,18.6
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/46.png,paras,"grass, bug",35,70,55,45,55,25,"damp, dry-skin, effect-spore",30,5.4
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/47.png,parasect,"grass, bug",60,95,80,60,80,30,"damp, dry-skin, effect-spore",100,29.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/48.png,venonat,"poison, bug",60,55,50,40,55,45,"run-away, tinted-lens, compound-eyes",100,30.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/49.png,venomoth,"poison, bug",70,65,60,90,75,90,"wonder-skin, tinted-lens, shield-dust",150,12.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/50.png,diglett,ground,10,55,25,35,45,95,"sand-force, arena-trap, sand-veil",20,0.8
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/51.png,dugtrio,ground,35,100,50,50,70,120,"sand-force, arena-trap, sand-veil",70,33.3
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/52.png,meowth,normal,40,45,35,40,40,90,"unnerve, technician, pickup",40,4.2
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/53.png,persian,normal,65,70,60,65,65,115,"unnerve, technician, limber",100,32.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/54.png,psyduck,water,50,52,48,65,50,55,"swift-swim, cloud-nine, damp",80,19.6
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png,golduck,water,80,82,78,95,80,85,"swift-swim, cloud-nine, damp",170,76.6
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png,mankey,fighting,40,80,35,35,45,70,"defiant, anger-point, vital-spirit",50,28.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/57.png,primeape,fighting,65,105,60,60,70,95,"defiant, anger-point, vital-spirit",100,32.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png,growlithe,fire,55,70,45,70,50,60,"justified, flash-fire, intimidate",70,19.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png,arcanine,fire,90,110,80,100,80,95,"justified, flash-fire, intimidate",190,155.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png,poliwag,water,40,50,40,40,40,90,"swift-swim, damp, water-absorb",60,12.4
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png,poliwhirl,water,65,65,65,50,50,90,"swift-swim, damp, water-absorb",100,20.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png,poliwrath,"fighting, water",90,95,95,70,90,70,"swift-swim, damp, water-absorb",130,54.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png,abra,psychic,25,20,15,105,55,90,"magic-guard, inner-focus, synchronize",90,19.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png,kadabra,psychic,40,35,30,120,70,105,"magic-guard, inner-focus, synchronize",130,56.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png,alakazam,psychic,55,50,45,135,95,120,"magic-guard, inner-focus, synchronize",150,48.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,machop,fighting,70,80,50,35,35,35,"steadfast, no-guard, guts",80,19.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png,machoke,fighting,80,100,70,50,60,45,"steadfast, no-guard, guts",150,70.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png,machamp,fighting,90,130,80,65,85,55,"steadfast, no-guard, guts",160,130.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png,bellsprout,"poison, grass",50,75,35,70,30,40,"gluttony, chlorophyll",70,4.0
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png,weepinbell,"poison, grass",65,90,50,85,45,55,"gluttony, chlorophyll",100,6.4
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png,victreebel,"poison, grass",80,105,65,100,70,70,"gluttony, chlorophyll",170,15.5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png,tentacool,"poison, water",40,40,35,50,100,70,"rain-dish, liquid-ooze, clear-body",90,45.5
